Title,Release time,Age rating,Runtime,Language,IMDb Rating,IMDb Votes,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Short,Sport,Thriller,War,Western,Win,Nomination,Age rating quantification
Once Upon a Crime,2023-09-14,PG,105.0,Japanese,5.3,2004.0,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,2
Man Suang,2023-08-24,PG-13,128.0,Thai,6.7,2039.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,3
The Juniors y La Fórmula Imperial,2023-05-26,PG,130.0,Spanish,6.1,12430.665799739922,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,2
The Weeknd: Live at SoFi Stadium,2023-02-25,R,98.0,English,7.9,580.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,4
The Jane Mysteries: Inheritance Lost,2023-05-12,PG,84.0,English,6.1,788.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0.0,0.0,2
The Essential Church,2023-07-28,PG-13,126.0,English,5.7,339.0,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,3
Rent-a-Man,2023-10-20,PG,93.0,English,6.1,127.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,2
Mighty Morphin Power Rangers: Once & Always,2023-04-19,G,59.0,English,5.7,6573.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,1
Steppin' Into the Holiday,2023-12-03,G,87.0,English,6.5,785.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,1
"Miracle in Bethlehem, PA.",2023-12-21,PG,84.0,English,7.2,911.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,2
Dug Up,2023-12-04,R,84.0,English,6.5,292.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Married by Mistake,2023-03-05,PG-13,88.0,"English, Spanish",5.6,769.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,3
Rangoli,2023-09-01,G,129.0,Tamil,7.3,798.0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,1
Saved from a Shark,2023-07-02,PG,45.0,English,6.1,31.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,2
Return of the White Shark,2023-07-02,PG,44.0,English,5.9,51.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,2
The Stalking Fields,2023-01-17,R,90.0,English,6.1,128.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Under the Influencer,2023-12-12,PG,96.0,English,7.8,71.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,2
Maya,2023-10-25,PG-13,104.0,English,6.1,76.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,0.0,3
Christmas by Design,2023-10-27,G,84.0,English,6.2,807.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,1
Christmas of Yes,2023-12-09,PG,84.0,English,6.1,178.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,2
Orange Helmets in Turkey,2023-02-23,PG-13,47.0,"English, Dutch, Turkish",6.1,12430.665799739922,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,3
Dusk for a Hitman,2024-04-19,R,90.0,French,6.3,516.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Women of the Jury,2023-10-13,R,105.0,English,4.8,46.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
The Idaho College Murders,2023-03-12,PG-13,42.0,English,5.8,252.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,3
Just Jake,2023-05-21,G,85.0,English,6.6,307.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,1
761st Tank Battalion: The Original Black Panthers,2023-08-20,R,84.0,English,8.4,70.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Dada,2023-02-10,G,135.0,"Tamil, Telugu",8.1,6562.0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2.0,3.0,1
Dean of the Dead Presents: Holiday Horrors,2023-10-13,R,80.0,English,6.1,12430.665799739922,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Stamped from the Beginning,2023-11-20,R,91.0,English,6.6,1366.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,10.0,4
Stand Up & Shout: Songs from a Philly High School,2023-11-07,PG,54.0,English,6.5,50.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,2
Lucky Louie,2023-04-28,PG,108.0,English,8.0,48.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,2
A Royal Christmas Crush,2023-07-08,G,84.0,English,5.5,813.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,1
Homicide Hunter: The Man with No Face,2023-03-08,PG-13,84.0,English,6.1,73.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,3
Something's Brewing,2023-12-25,G,89.0,English,6.1,378.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,1
Burned by Love,2023-01-15,PG-13,88.0,English,6.1,212.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,3
A Tourist's Guide to Love,2023-04-21,PG,96.0,"English, Vietnamese",5.8,7612.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,2
Mystery Island,2023-09-29,PG,84.0,English,5.5,844.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,2
Metal Monsters: The Righteous Redeemer,2023-07-30,R,40.0,English,6.1,42.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,0.0,4
Your Christmas or Mine 2,2023-12-08,PG-13,99.0,English,5.8,3547.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,3
Pride from Above,2023-06-02,PG-13,45.0,English,6.1,73.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0.0,3
Eye of the Storm,2023-04-14,PG-13,118.0,Mandarin,6.3,850.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,9.0,3
Bull Shark vs Hammerhead,2023-07-02,PG,44.0,English,6.1,32.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,2
10 Days of a Bad Man,2023-08-18,R,124.0,Turkish,6.1,2824.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,4
Long Way East,2023-11-30,PG,75.0,Italian,6.1,7.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,2
Maggie Simpson in Rogue Not Quite One,2023-05-04,PG,5.0,English,5.6,873.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0.0,2
The Shepherd,2023-12-01,PG,38.0,"English, German",6.2,4493.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0.0,2
Queenmaker: The Making of an It Girl,2023-05-17,R,84.0,English,4.4,393.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Rebel Moon - Part One: A Child of Fire,2023-12-21,R,133.0,English,5.6,129880.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,3.0,4
The Space Race,2024-02-13,PG-13,91.0,English,6.5,253.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,1.0,3
Society of the Snow,2024-01-04,R,144.0,Spanish,7.8,147795.0,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,47.0,68.0,4
Tri Am the Movie: Nguoi Giu Thoi Gian,2023-04-08,PG,106.0,Vietnamese,6.1,32.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,2
Publish or Perish,2023-02-22,R,100.0,English,8.4,131.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22.0,15.0,4
Rare Objects,2023-04-14,R,123.0,"English, Spanish",5.3,552.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Totally Killer,2023-10-06,R,106.0,English,6.5,56587.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,10.0,4
The Killer,2023-11-10,R,118.0,English,6.7,198546.0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,40.0,4
Heaven Down Here,2023-12-14,PG,84.0,English,7.1,672.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0,3.0,2
DID I?,2023-04-12,R,100.0,English,8.0,9.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,0.0,4
Straight Ruthless,2023-01-01,R,65.0,English,6.1,50.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Air,2023-04-05,R,114.0,English,7.4,175387.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5.0,47.0,4
Summoning Sylvia,2023-03-31,R,74.0,English,5.3,4238.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1.0,2.0,4
Bite the Dust,2023-09-10,PG-13,104.0,English,3.8,126.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,0.0,3
A Little White Lie,2023-03-03,R,101.0,English,5.8,2269.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Unstoppable Me,2023-11-28,PG-13,55.0,English,6.1,12430.665799739922,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,3
Kevin Hart: Reality Check,2023-07-06,R,59.0,English,6.8,1194.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Marlon Wayans: God Loves Me,2023-03-02,R,60.0,English,6.6,723.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Joyeux Noel,2023-10-29,G,84.0,"English, French",6.2,834.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,1
Christmas on Cherry Lane,2023-12-09,PG,84.0,English,6.1,1113.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,2
Buddy Games: Spring Awakening,2023-06-02,R,95.0,English,4.5,1363.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Lair of the Killer Clowns,2023-02-20,R,75.0,English,2.6,75.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Left Behind: Rise of the Antichrist,2023-04-27,PG-13,115.0,English,4.5,2273.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,3
Borderline,2023-08-22,R,83.0,"English, Danish",4.9,119.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,0.0,4
A Biltmore Christmas,2023-11-26,G,84.0,"English, Japanese, Italian",7.9,3707.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,1
Gray Matter,2023-07-13,PG-13,87.0,English,4.9,1243.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.0,0.0,3
12 Desperate Hours,2023-02-25,PG-13,88.0,English,5.0,259.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,0.0,3
Jonas Kaufmann & Ludovic Tezier in Baden-Baden,2023-01-11,G,48.0,German,6.1,12430.665799739922,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1
Oracle,2023-10-01,R,85.0,English,4.7,1236.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
One with the Whale,2023-09-17,PG-13,90.0,English,6.1,6.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,3
The Miracle Club,2023-07-14,PG-13,90.0,English,6.4,6134.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,3
Project CC,2023-09-29,PG,18.0,English,6.1,71.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0.0,2
Yellow Door: '90s Lo-fi Film Club,2023-10-27,PG-13,84.0,Korean,6.6,309.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,3
The Improv: 60 and Still Standing,2023-11-07,R,80.0,English,6.1,245.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Burqa,2023-04-07,G,82.0,Tamil,6.0,457.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,1
A Zest for Death: A Hannah Swensen Mystery,2023-10-06,PG,84.0,"English, French",6.9,523.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,2
The Hunger Games: The Ballad of Songbirds & Snakes,2023-11-17,PG-13,157.0,English,6.7,143792.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.0,21.0,3
King of Killers,2023-09-01,R,92.0,English,4.4,1567.0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Alien Apocalypse,2023-11-03,PG-13,87.0,English,3.4,167.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,3
Candy Cane Lane,2023-12-01,PG,117.0,English,5.6,20576.0,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,2
Saltburn,2023-12-22,R,131.0,English,7.0,227099.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,14.0,102.0,4
The Bricklayer,2024-01-05,R,110.0,English,5.2,11129.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,0.0,4
DogMan,2024-04-05,R,115.0,"English, Spanish",6.8,16400.0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,4.0,4
Mayhem!,2023-06-28,R,99.0,"English, Thai, French",6.3,2337.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,0.0,4
The Good Mother,2024-01-26,R,90.0,English,4.7,2276.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,4
Aristotle and Dante Discover the Secrets of the Universe,2023-09-08,PG-13,97.0,"English, Spanish",7.2,2586.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,7.0,3
Prisoner's Daughter,2023-07-04,R,98.0,English,6.4,2980.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
3 Days in Malay,2023-08-11,R,99.0,English,2.7,442.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.0,0.0,4
Stepping into Love,2023-08-19,G,82.0,English,5.8,166.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,1
Transfusion,2023-01-20,R,105.0,English,5.1,3292.0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Little Richard: I Am Everything,2023-05-04,R,98.0,English,7.4,1621.0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6.0,27.0,4
Oppenheimer,2023-07-21,R,180.0,"English, German, Italian",8.3,804987.0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,349.0,359.0,4
The Blackening,2023-06-16,R,97.0,English,6.0,20801.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1.0,8.0,4
On Fire,2023-11-09,PG-13,80.0,English,5.2,1558.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.0,0.0,3
Heart of a Champion,2023-02-21,PG,86.0,English,5.6,153.0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,2
The Canterville Ghost,2023-09-22,PG,89.0,"English, French",6.0,1346.0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,2
Peter Pan & Wendy,2023-04-28,PG,106.0,English,4.4,28559.0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,2
A Paris Proposal,2023-02-11,G,84.0,English,6.4,985.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,1
Ferrari,2023-12-25,R,131.0,English,6.4,57080.0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6.0,39.0,4
The Subtle Art of Not Giving a F*ck,2023-01-04,R,97.0,English,5.9,1942.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,1.0,4
Strange Way of Life,2023-10-06,R,31.0,"Spanish, English",6.2,10939.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.0,0.0,4
The Kill Room,2023-09-29,R,98.0,English,5.5,7425.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,0.0,4
Silent Night,2023-12-01,R,104.0,English,5.3,22814.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,0.0,4
You Hurt My Feelings,2024-01-26,R,93.0,English,6.6,13908.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,6.0,4
Ant-Man and the Wasp: Quantumania,2023-02-17,PG-13,125.0,English,6.0,239427.0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,3
Perfect Addiction,2023-04-14,R,97.0,English,5.5,3853.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,4
Scream VI,2023-03-10,R,122.0,English,6.5,127447.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,4.0,26.0,4
Outlaw Johnny Black,2023-09-15,PG-13,137.0,English,5.5,1467.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,0.0,3
Virupaksha,2023-04-21,PG-13,146.0,Telugu,7.2,6471.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.0,0.0,3
Bringing Back Christmas,2023-11-17,PG,89.0,English,6.1,38.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,19.0,5.0,2
Haunted Mansion,2023-07-28,PG-13,123.0,"English, French, Spanish",6.0,45712.0,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,3
Maggie Moore(s),2023-06-15,R,99.0,English,6.2,8344.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,4
Order to Kill,2023-04-14,R,91.0,English,6.1,12430.665799739922,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,0.0,4
The Little Mermaid,2023-05-26,PG,135.0,English,7.2,161012.0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2.0,30.0,2
Christy,2023-02-17,G,140.0,Malayalam,4.8,2460.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,1
Sound of Freedom,2023-07-04,PG-13,131.0,"English, Spanish",7.6,124022.0,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,4.0,3
Ruby Gillman: Teenage Kraken,2023-06-30,PG,91.0,English,5.7,11870.0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,3.0,2
Mission: Impossible - Dead Reckoning Part One,2023-07-12,PG-13,164.0,"English, French, Italian, Russian",7.7,266073.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,18.0,67.0,3
Flakka Zombie Drug,2023-10-15,PG-13,86.0,English,2.5,60.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,0.0,0.0,3
UFO Endgame to Disclosure,2023-03-03,PG,114.0,English,6.1,12430.665799739922,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,2
Her: Chapter 1,2023-07-21,R,72.0,Telugu,6.2,3469.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,0.0,4
In Love and Deep Water,2023-11-16,PG-13,127.0,Japanese,5.2,863.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0.0,0.0,3
The Dancing Detective: A Deadly Tango,2023-06-02,PG,84.0,"English, Italian",6.5,906.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,2
Royalteen: Princess Margrethe,2023-05-11,R,98.0,Norwegian,4.7,911.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,4
You Are So Not Invited to My Bat Mitzvah,2023-08-25,PG-13,103.0,"English, Hebrew",6.0,25052.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,2.0,3
Under the Christmas Sky,2023-10-22,G,84.0,English,5.8,761.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,1
Luckless in Love,2023-01-21,G,90.0,English,5.9,455.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,1
A Little Prayer,2023-01-24,R,91.0,English,7.1,150.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Meet Me Where I Am,2023-07-02,PG-13,86.0,English,6.1,12430.665799739922,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,3
Because of Mika,2024-03-08,PG-13,95.0,English,6.1,12430.665799739922,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,3
Big Mäck - Gangster und Gold,2023-03-30,R,90.0,German,6.1,508.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Titanic: 25 Years Later with James Cameron,2023-02-05,PG,44.0,English,6.5,250.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,2
Mike Vecchione: The Attractives,2023-03-24,PG-13,54.0,English,7.5,48.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,3
Americana,2023-03-17,R,100.0,English,6.5,155.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Kida - von Beirut nach Berlin,2023-05-10,G,122.0,German,6.1,12430.665799739922,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,1
Poison,2023-09-30,PG,17.0,English,6.8,23234.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0.0,2
Black Daruma,2023-09-30,NC-17,75.0,English,5.8,56.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,5
God's Country Song,2023-06-16,PG,104.0,English,5.9,214.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,2
Real Love,2023-06-10,PG-13,88.0,English,7.3,536.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,3
Passionate Betrayals,2023-06-25,R,89.0,English,6.1,6.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
A Vampire in the Family,2023-12-24,R,90.0,Portuguese,4.7,1327.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Common Ground,2023-06-08,PG,101.0,English,8.7,54.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,2
If I Can't Have You,2023-04-13,PG-13,88.0,English,4.3,152.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,3
Wingwomen,2023-11-01,R,114.0,French,5.7,7003.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
12 Games of Christmas,2023-12-17,G,84.0,English,4.8,167.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,1
